Writing the calculation for a country's GDP per capita in the database
Albania,5246.292306347932
Algeria,3306.858208381041
American Samoa,12844
Angola,1776.1668678953083
Antigua and Barbuda,13992.744480449717
Argentina,8579.017773156826
Armenia,4266.018074209462
Australia,51692.84274776959
Austria,48586.80132132378
Azerbaijan,4221.407478478481
Bahamas, The,25194
Bahrain,20409.95280477314
Bangladesh,1961.6137487886028
Barbados,15373
Belarus,6424.152176427225
Belgium,45159.348222971676
Belize,4115.177007956219
Benin,1291.0409721544102
Bermuda,107079
Bhutan,3000.7793270297634
Bolivia,3133.0998032150355
Bosnia and Herzegovina,6079.738285448372
Botswana,6404.899931590751
Brazil,6796.844542278765
Brunei Darussalam,27442.953827940055
Bulgaria,10079.203381220317
Burkina Faso,857.9327296502253
Burundi,238.99072585649589
Cabo Verde,3064.272388428203
Cambodia,1543.6692575728136
Cameroon,1537.1302183277367
Canada,43294.64816319161
Cayman Islands,85082.52685554778
Central African Republic,492.79587119399
Chad,659.2700449777999
Chile,13231.70420693805
China,10434.775187483907
Colombia,5334.556042339168
Comoros,1420.6617474722143
Congo, Dem. Rep.,543.9503925158028
Congo, Rep.,1846.131297086946
Costa Rica,12140.854154575418
Cote d'Ivoire,2325.723705022474
Croatia,14134.162681119267
Cuba,9477
Curacao,16745.724314017636
Cyprus,20385.490741974685
Czech Republic,22931.274597562122
Denmark,61063.31643042379
Djibouti,3425.484175858035
Dominica,7003.859021472336
Dominican Republic,7268.196909659092
Ecuador,5600
Egypt, Arab Rep.,3569.206841211083
El Salvador,3798
Equatorial Guinea,7143.238704971472
Estonia,23027.026995629414
Eswatini,3424.2822122310986
Ethiopia,936.3404610647531
Fiji,5057.6319126176095
Finland,48744.98812677863
France,39030.36037134816
Gabon,6881.715192318288
Gambia, The,773.0020701355256
Georgia,4266.690794509235
Germany,46208.42947174721
Ghana,2205.5290158584003
Greece,17622.541003350365
Grenada,9261.551876177002
Guam,34624
Guatemala,4603.339616709748
Guinea,1194.0378646944457
Guinea-Bissau,727.5201717195597
Guyana,6955.939217177885
Haiti,1272.3679920420489
Honduras,2389.0124307710007
Hong Kong SAR, China,46323.86344243832
Hungary,15980.74088964901
Iceland,59270.180051048366
India,1927.7078230933519
Indonesia,3869.5884270453557
Iran, Islamic Rep.,2422.48065682777
Iraq,4145.862936376013
Ireland,85267.7647437582
Israel,44168.94363550261
Italy,31714.220946710517
Jamaica,4664.530242221344
Japan,40193.25244483565
Jordan,4282.7658246162155
Kazakhstan,9122.233430216418
Kenya,1878.5807025134784
Kiribati,1653.5402972431477
Korea, Rep.,31631.46945098663
Kosovo,4346.637930697215
Kuwait,24811.76971002301
Kyrgyz Republic,1173.6113041992583
Lao PDR,2629.7145828711514
Latvia,17726.252935136847
Lebanon,4649.547646078378
Lesotho,875.3534329639277
Liberia,632
Libya,3699.2947651431823
Lithuania,20233.641348084304
Luxembourg,116014.6024968686
Macao SAR, China,39403.1359073362
Madagascar,471.49149630025175
Malawi,636.8205368338452
Malaysia,10412.348983438113
Maldives,6924.105744656253
Mali,862.4530187702541
Malta,27884.642827425112
Marshall Islands,4129
Mauritania,1701.9911630490833
